Host Star Name,Planetary Name,Planets in host system,Constellation
11 Com,11 Com b,1,Cygnus
11 UMi,11 UMi b,1,Ursa Minor
14 And,14 And b,1,Andromeda
14 Her,14 Her b,1,Hercules
16 Cyg B,16 Cyg B b,1,Cygnus
18 Del,18 Del b,1,Delphinus
1RXS J160929.1-210524,1RXS J160929.1-210524 b,1,Scorpio
24 Boo,24 Boo b,1,Bootes
24 Sex,24 Sex b,2,Sextans
24 Sex,24 Sex c,2,Sextans
2MASS J01225093-2439505,2MASS J01225093-2439505 b,1,Taurus
2MASS J02192210-3925225,2MASS J02192210-3925225 b,1,Taurus
2MASS J04414489+2301513,2MASS J04414489+2301513 b,1,Taurus
2MASS J12073346-3932539,2MASS J12073346-3932539 b,1,Centaurus
2MASS J19383260+4603591,2MASS J19383260+4603591 b,1,Cygnus
2MASS J21402931+1625183 A,2MASS J21402931+1625183 A b,1,Pegasus
2MASS J22362452+4751425,2MASS J22362452+4751425 b,1,Lacerta
30 Ari B,30 Ari B b,1,Aries
4 UMa,4 UMa b,1,Ursa Major
42 Dra,42 Dra b,1,Draco
47 UMa,47 UMa b,3,Ursa Major
47 UMa,47 UMa c,3,Ursa Major
47 UMa,47 UMa d,3,Ursa Major
51 Eri,51 Eri b,1,Eridanus
51 Peg,51 Peg b,1,Pegasus
55 Cnc,55 Cnc b,5,Cancer
55 Cnc,55 Cnc c,5,Cancer
55 Cnc,55 Cnc d,5,Cancer
55 Cnc,55 Cnc e,5,Cancer
55 Cnc,55 Cnc f,5,Cancer
6 Lyn,6 Lyn b,1,Lynx
61 Vir,61 Vir b,3,Virgo
61 Vir,61 Vir c,3,Virgo
61 Vir,61 Vir d,3,Virgo
7 CMa,7 CMa b,1,Canis Major
70 Vir,70 Vir b,1,Virgo
75 Cet,75 Cet b,1,Cetus
8 UMi,8 UMi b,1,Ursa Minor
81 Cet,81 Cet b,1,Cetus
91 Aqr,91 Aqr b,1,Aquarius
AB Pic,AB Pic b,1,Pictor
BD+03 2562,BD+03 2562 b,1,Virgo
BD+14 4559,BD+14 4559 b,1,Pegasus
BD+15 2375,BD+15 2375 b,1,Leo
BD+15 2940,BD+15 2940 b,1,
BD+20 2457,BD+20 2457 b,2,Leo
BD+20 2457,BD+20 2457 c,2,Leo
BD+20 274,BD+20 274 b,1,Cepheus
BD+20 594,BD+20 594 b,1,Auriga
BD+48 738,BD+48 738 b,1,Cassiopeia
BD+48 740,BD+48 740 b,1,Perseus
BD+49 828,BD+49 828 b,1,Perseus
BD-06 1339,BD-06 1339 b,2,Orion
BD-06 1339,BD-06 1339 c,2,Orion
BD-08 2823,BD-08 2823 b,2,Sextans
BD-08 2823,BD-08 2823 c,2,Sextans
BD-10 3166,BD-10 3166 b,1,Crater
BD-11 4672,BD-11 4672 b,1,Capricorn
BD-13 2130,BD-13 2130 b,1,Puppis
BD-17 63,BD-17 63 b,1,Cetus
CFBDSIR J145829+101343,CFBDSIR J145829+101343 b,1,Bootes
CHXR 73,CHXR 73 b,1,Chamaeleon
CI Tau,CI Tau b,1,Taurus
CT Cha,CT Cha b,1,Chamaeleon
CoRoT-1,CoRoT-1 b,1,Monoceros
CoRoT-10,CoRoT-10 b,1,Monoceros
CoRoT-11,CoRoT-11 b,1,Serpens
CoRoT-12,CoRoT-12 b,1,Monoceros
CoRoT-13,CoRoT-13 b,1,Monoceros
CoRoT-14,CoRoT-14 b,1,Monoceros
CoRoT-16,CoRoT-16 b,1,Scutum
CoRoT-17,CoRoT-17 b,1,Scutum
CoRoT-18,CoRoT-18 b,1,Monoceros
CoRoT-19,CoRoT-19 b,1,Monoceros
CoRoT-2,CoRoT-2 b,1,Aquila
CoRoT-20,CoRoT-20 b,2,Monoceros
CoRoT-20,CoRoT-20 c,2,Monoceros
CoRoT-21,CoRoT-21 b,1,Monoceros
CoRoT-22,CoRoT-22 b,1,Serpens
CoRoT-23,CoRoT-23 b,1,Serpens
CoRoT-24,CoRoT-24 b,2,Monoceros
CoRoT-24,CoRoT-24 c,2,Monoceros
CoRoT-25,CoRoT-25 b,1,
CoRoT-26,CoRoT-26 b,1,
CoRoT-27,CoRoT-27 b,1,Serpens
CoRoT-28,CoRoT-28 b,1,
CoRoT-29,CoRoT-29 b,1,
CoRoT-3,CoRoT-3 b,1,Aquila
CoRoT-4,CoRoT-4 b,1,Monoceros
CoRoT-5,CoRoT-5 b,1,Monoceros
CoRoT-6,CoRoT-6 b,1,
CoRoT-7,CoRoT-7 b,2,Monoceros
CoRoT-7,CoRoT-7 c,2,Monoceros
CoRoT-8,CoRoT-8 b,1,Aquila
CoRoT-9,CoRoT-9 b,1,Serpens
CoRoTID 223977153,CoRoTID 223977153 b,1,Monoceros
DE CVn,DE CVn b,1,
DENIS-P J082303.1-491201,DENIS-P J082303.1-491201 b,1,Vela
DH Tau,DH Tau b,1,Taurus
DP Leo,DP Leo b,1,Leo
DS Tuc A,DS Tuc A b,1,Tucana
EPIC 201238110,EPIC 201238110 b,1,Virgo
EPIC 201497682,EPIC 201497682 b,1,Virgo
EPIC 201841433,EPIC 201841433 b,1,Virgo
EPIC 206024342,EPIC 206024342 b,1,Aquarius
EPIC 206032309,EPIC 206032309 b,1,Aquarius
EPIC 206042996,EPIC 206042996 b,1,Aquarius
EPIC 206215704,EPIC 206215704 b,1,Aquarius
EPIC 206317286,EPIC 206317286 b,1,Aquarius
EPIC 211822797,EPIC 211822797 b,1,Cancer
EPIC 211945201,EPIC 211945201 b,1,Cancer
EPIC 212297394,EPIC 212297394 b,1,Virgo
EPIC 212424622,EPIC 212424622 b,1,Virgo
EPIC 212499991,EPIC 212499991 b,1,Virgo
EPIC 212587672,EPIC 212587672 b,1,Virgo
EPIC 212737443,EPIC 212737443 b,2,
EPIC 212737443,EPIC 212737443 c,2,
EPIC 220674823,EPIC 220674823 b,2,Pisces
EPIC 220674823,EPIC 220674823 c,2,Pisces
EPIC 246851721,EPIC 246851721 b,1,Taurus
EPIC 246865365,EPIC 246865365 b,1,Taurus
EPIC 248847494,EPIC 248847494 b,1,
FU Tau,FU Tau b,1,Taurus
Fomalhaut,Fomalhaut b,1,Piscis Austrinus
GJ 1132,GJ 1132 b,2,Vela
GJ 1132,GJ 1132 c,2,Vela
GJ 1148,GJ 1148 b,2,Ursa Major
GJ 1148,GJ 1148 c,2,Ursa Major
GJ 1214,GJ 1214 b,1, 
GJ 1265,GJ 1265 b,1,Capricorn
GJ 143,GJ 143 b,2,Caelum
GJ 143,HD 21749 c,2,Caelum
GJ 163,GJ 163 b,3,Dorado
GJ 163,GJ 163 c,3,Dorado
GJ 163,GJ 163 d,3,Dorado
GJ 179,GJ 179 b,1,Orion
GJ 273,GJ 273 b,2,Canis Minor
GJ 273,GJ 273 c,2,Canis Minor
GJ 3021,GJ 3021 b,1,Hydra
GJ 3138,GJ 3138 b,3,Cetus
GJ 3138,GJ 3138 c,3,Cetus
GJ 3138,GJ 3138 d,3,Cetus
GJ 317,GJ 317 b,2,Pyxis
GJ 317,GJ 317 c,2,Pyxis
GJ 328,GJ 328 b,1,Hydra
GJ 3293,GJ 3293 b,4,Eridanus
GJ 3293,GJ 3293 c,4,Eridanus
GJ 3293,GJ 3293 d,4,Eridanus
GJ 3293,GJ 3293 e,4,Eridanus
GJ 3323,GJ 3323 b,2,Eridanus
GJ 3323,GJ 3323 c,2,Eridanus
GJ 3341,GJ 3341 b,1,Columba
GJ 3470,GJ 3470 b,1,Cancer
GJ 357,GJ 357 b,3,Hydra
GJ 357,GJ 357 c,3,Hydra
GJ 357,GJ 357 d,3,Hydra
GJ 3634,GJ 3634 b,1,Hydra
GJ 3779,GJ 3779 b,1,Coma Berenices
GJ 3942,GJ 3942 b,1,Draco
GJ 3998,GJ 3998 b,2, 
GJ 3998,GJ 3998 c,2, 
GJ 411,GJ 411 b,1,Ursa Minor
GJ 4276,GJ 4276 b,1,Cepheus
GJ 433,GJ 433 b,1,Hydra
GJ 436,GJ 436 b,1,Leo
GJ 504,GJ 504 b,1,Virgo
GJ 536,GJ 536 b,1,Virgo
GJ 581,GJ 581 b,3,Libra
GJ 581,GJ 581 c,3,Libra
GJ 581,GJ 581 e,3,Libra
GJ 625,GJ 625 b,1,Draco
GJ 649,GJ 649 b,1,Hercules
GJ 667 C,GJ 667 C b,5,Scorpio
GJ 667 C,GJ 667 C c,5,Scorpio
GJ 667 C,GJ 667 C e,5,Scorpio
GJ 667 C,GJ 667 C f,5,Scorpio
GJ 667 C,GJ 667 C g,5,Scorpio
GJ 674,GJ 674 b,1,Ara
GJ 676 A,GJ 676 A b,4,Ara
GJ 676 A,GJ 676 A c,4,Ara
GJ 676 A,GJ 676 A d,4,Ara
GJ 676 A,GJ 676 A e,4,Ara
GJ 685,GJ 685 b,1,Draco
GJ 687,GJ 687 b,1,Draco
GJ 832,GJ 832 b,2,Grus
GJ 832,GJ 832 c,2,Grus
GJ 849,GJ 849 b,1,Aquarius
GJ 86,GJ 86 b,1,Eridanus
GJ 876,GJ 876 b,4,Aquarius
GJ 876,GJ 876 c,4,Aquarius
GJ 876,GJ 876 d,4,Aquarius
GJ 876,GJ 876 e,4,Aquarius
GJ 96,GJ 96 b,1,Andromeda
GJ 9827,GJ 9827 b,3,Pisces
GJ 9827,GJ 9827 c,3,Pisces
GJ 9827,GJ 9827 d,3,Pisces
GQ Lup,GQ Lup b,1,Lupus
GSC 06214-00210,GSC 06214-00210 b,1,Scorpio
GU Psc,GU Psc b,1,Pisces
Gl 378,Gl 378 b,1,Ursa Major
Gl 49,Gl 49 b,1,Cassiopeia
Gl 686,Gl 686 b,1,Hercules
HAT-P-1,HAT-P-1 b,1,Lacerta
HAT-P-11,HAT-P-11 b,2,Cygnus
HAT-P-11,HAT-P-11 c,2,Cygnus
HAT-P-12,HAT-P-12 b,1,Canes Venatici
HAT-P-13,HAT-P-13 b,2,Ursa Major
HAT-P-13,HAT-P-13 c,2,Ursa Major
HAT-P-14,HAT-P-14 b,1,Hercules
HAT-P-15,HAT-P-15 b,1,Perseus
HAT-P-16,HAT-P-16 b,1,Andromeda
HAT-P-17,HAT-P-17 b,2,Cygnus
HAT-P-17,HAT-P-17 c,2,Cygnus
HAT-P-18,HAT-P-18 b,1,Hercules
HAT-P-19,HAT-P-19 b,1,Andromeda
HAT-P-2,HAT-P-2 b,1,Hercules
HAT-P-20,HAT-P-20 b,1,Gemini
HAT-P-21,HAT-P-21 b,1,Ursa Major
HAT-P-22,HAT-P-22 b,1,Ursa Major
HAT-P-23,HAT-P-23 b,1,Delphinus
HAT-P-24,HAT-P-24 b,1,Gemini
HAT-P-25,HAT-P-25 b,1,Aries
HAT-P-26,HAT-P-26 b,1,Virgo
HAT-P-27,HAT-P-27 b,1,Virgo
HAT-P-28,HAT-P-28 b,1,Andromeda
HAT-P-29,HAT-P-29 b,1,Perseus
HAT-P-3,HAT-P-3 b,1,Ursa Major
HAT-P-30,HAT-P-30 b,1,Hydra
HAT-P-31,HAT-P-31 b,1,Hercules
HAT-P-32,HAT-P-32 b,1,Andromeda
HAT-P-33,HAT-P-33 b,1,Gemini
HAT-P-34,HAT-P-34 b,1,Sagitta
HAT-P-35,HAT-P-35 b,1,Hydra
HAT-P-36,HAT-P-36 b,1,Canes Venatici
HAT-P-37,HAT-P-37 b,1,Draco
HAT-P-38,HAT-P-38 b,1,Triangulum
HAT-P-39,HAT-P-39 b,1,Gemini
HAT-P-4,HAT-P-4 b,1,Bootes
HAT-P-40,HAT-P-40 b,1,Lacerta
HAT-P-41,HAT-P-41 b,1,Aquila
HAT-P-42,HAT-P-42 b,1,Hydra
HAT-P-43,HAT-P-43 b,1,Cancer
HAT-P-44,HAT-P-44 b,2,Bootes
HAT-P-44,HAT-P-44 c,2,Bootes
HAT-P-45,HAT-P-45 b,1,Serpens
HAT-P-46,HAT-P-46 b,1,Serpens
HAT-P-49,HAT-P-49 b,1,Vulpecula
HAT-P-5,HAT-P-5 b,1,Lyra
HAT-P-50,HAT-P-50 b,1,Gemini
HAT-P-51,HAT-P-51 b,1,Pisces
HAT-P-52,HAT-P-52 b,1,Aries
HAT-P-53,HAT-P-53 b,1,Andromeda
HAT-P-54,HAT-P-54 b,1,Gemini
HAT-P-55,HAT-P-55 b,1,Hercules
HAT-P-56,HAT-P-56 b,1,Gemini
HAT-P-57,HAT-P-57 b,1,Aquila
HAT-P-6,HAT-P-6 b,1,Andromeda
HAT-P-65,HAT-P-65 b,1,Equuleus
HAT-P-66,HAT-P-66 b,1,Ursa Major
HAT-P-67,HAT-P-67 b,1,Hercules
HAT-P-69,HAT-P-69 b,1,
HAT-P-7,HAT-P-7 b,1, Cygnus
HAT-P-70,HAT-P-70 b,1,
HAT-P-8,HAT-P-8 b,1,Pegasus
HAT-P-9,HAT-P-9 b,1,Auriga
HATS-1,HATS-1 b,1,Crater
HATS-10,HATS-10 b,1,Sagittarius
HATS-11,HATS-11 b,1,Sagittarius
HATS-12,HATS-12 b,1,Sagittarius
HATS-13,HATS-13 b,1,Capricorn
HATS-14,HATS-14 b,1,Capricorn
HATS-15,HATS-15 b,1,Capricorn
HATS-16,HATS-16 b,1,Sculptor
HATS-17,HATS-17 b,1,Centaurus
HATS-18,HATS-18 b,1,Hydra
HATS-2,HATS-2 b,1,Crater
HATS-22,HATS-22 b,1,Pavo
HATS-23,HATS-23 b,1,Telescopium
HATS-24,HATS-24 b,1,Pavo
HATS-25,HATS-25 b,1,Hydra
HATS-26,HATS-26 b,1,Antlia
HATS-27,HATS-27 b,1,Centaurus
HATS-28,HATS-28 b,1,Telescopium
HATS-29,HATS-29 b,1,Vela
HATS-3,HATS-3 b,1,Capricorn
HATS-30,HATS-30 b,1,Tucana
HATS-31,HATS-31 b,1,Hydra
HATS-32,HATS-32 b,1,Aquarius
HATS-33,HATS-33 b,1,Telescopium
HATS-34,HATS-34 b,1,Tucana
HATS-35,HATS-35 b,1,Pavo
HATS-36,HATS-36 b,1,Sagittarius
HATS-39,HATS-39 b,1,Puppis
HATS-4,HATS-4 b,1,Canis Major
HATS-40,HATS-40 b,1,Canis Major
HATS-41,HATS-41 b,1,Canis Major
HATS-42,HATS-42 b,1,Puppis
HATS-43,HATS-43 b,1,Columba
HATS-44,HATS-44 b,1,Columba
HATS-45,HATS-45 b,1,Canis Major
HATS-46,HATS-46 b,1,Phoenix
HATS-5,HATS-5 b,1,Eridanus
HATS-50,HATS-50 b,1,Sagittarius
HATS-51,HATS-51 b,1,Canis Major
HATS-52,HATS-52 b,1,Pyxis
HATS-53,HATS-53 b,1,Hydra
HATS-54,HATS-54 b,1,
HATS-55,HATS-55 b,1,
HATS-56,HATS-56 b,1,
HATS-57,HATS-57 b,1,
HATS-58 A,HATS-58 A b,1,
HATS-59,HATS-59 b,2,Crater
HATS-59,HATS-59 c,2,Crater
HATS-6,HATS-6 b,1,Lepus
HATS-60,HATS-60 b,1,Aquarius
HATS-61,HATS-61 b,1,Eridanus
HATS-62,HATS-62 b,1,Capricorn
HATS-63,HATS-63 b,1,Eridanus
HATS-64,HATS-64 b,1,Antlia
HATS-65,HATS-65 b,1,
HATS-66,HATS-66 b,1,
HATS-67,HATS-67 b,1,
HATS-68,HATS-68 b,1,
HATS-69,HATS-69 b,1,
HATS-7,HATS-7 b,1,Virgo
HATS-70,HATS-70 b,1,
HATS-8,HATS-8 b,1,Sagittarius
HATS-9,HATS-9 b,1,Sagittarius
HD 100546,HD 100546 b,1,Musca
HD 100655,HD 100655 b,1,Leo
HD 100777,HD 100777 b,1,Leo
HD 10180,HD 10180 c,6,Hydrus
HD 10180,HD 10180 d,6,Hydrus
HD 10180,HD 10180 e,6,Hydrus
HD 10180,HD 10180 f,6,Hydrus
HD 10180,HD 10180 g,6,Hydrus
HD 10180,HD 10180 h,6,Hydrus
HD 101930,HD 101930 b,1,Centaurus
HD 102117,HD 102117 b,1,Centaurus
HD 102195,HD 102195 b,1,Virgo
HD 102272,HD 102272 b,1,Leo
HD 102329,HD 102329 b,2,Virgo
HD 102329,HD 102329 c,2,Virgo
HD 102365,HD 102365 b,1,Centaurus
HD 102843,HD 102843 b,1,Virgo
HD 102956,HD 102956 b,1,Ursa Major
HD 103197,HD 103197 b,1,Centaurus
HD 103720,HD 103720 b,1,Virgo
HD 103774,HD 103774 b,1,Corvus
HD 103949,HD 103949 b,1,Corvus
HD 104067,HD 104067 b,1,Corvus
HD 10442,HD 10442 b,1,Pisces
HD 104985,HD 104985 b,1,Cassiopeia
HD 106252,HD 106252 b,1,Virgo
HD 106270,HD 106270 b,1,Virgo
HD 106315,HD 106315 b,2,Virgo
HD 106315,HD 106315 c,2,Virgo
HD 10647,HD 10647 b,1,Eridanus
HD 106515 A,HD 106515 A b,1,Virgo
HD 106906,HD 106906 b,1,Crux
HD 10697,HD 10697 b,1,Pisces
HD 107148,HD 107148 b,1,Virgo
HD 108147,HD 108147 b,1,Crux
HD 108341,HD 108341 b,1,Musca
HD 108863,HD 108863 b,1,Coma Berenices
HD 108874,HD 108874 b,2,Coma Berenices
HD 108874,HD 108874 c,2,Coma Berenices
HD 109246,HD 109246 b,1,Draco
HD 109271,HD 109271 b,2,Virgo
HD 109271,HD 109271 c,2,Virgo
HD 109749,HD 109749 b,1,Centaurus
HD 110014,HD 110014 b,1,Virgo
HD 111232,HD 111232 b,1,Musca
HD 111591,HD 111591 b,1,Coma Berenices
HD 111998,HD 111998 b,1,Virgo
HD 113337,HD 113337 b,1,Draco
HD 113538,HD 113538 b,2,Centaurus
HD 113538,HD 113538 c,2,Centaurus
HD 113996,HD 113996 b,1,Coma Berenices
HD 114386,HD 114386 b,1,Centaurus
HD 114613,HD 114613 b,1,Centaurus
HD 114729,HD 114729 b,1,Centaurus
HD 114762,HD 114762 b,1,Coma Berenices
HD 114783,HD 114783 b,2,Virgo
HD 114783,HD 114783 c,2,Virgo
HD 11506,HD 11506 b,2,Cetus
HD 11506,HD 11506 c,2,Cetus
HD 116029,HD 116029 b,2,Coma Berenices
HD 116029,HD 116029 c,2,Coma Berenices
HD 117207,HD 117207 b,1,Centaurus
HD 11755,HD 11755 b,1,Cassiopeia
HD 117618,HD 117618 b,1,Centaurus
HD 118203,HD 118203 b,1,Ursa Major
HD 119130,HD 119130 b,1,Virgo
HD 11964,HD 11964 b,2,Cetus
HD 11964,HD 11964 c,2,Cetus
HD 11977,HD 11977 b,1,Hydrus
HD 120084,HD 120084 b,1,Ursa Minor
HD 121504,HD 121504 b,1,Centaurus
HD 12484,HD 12484 b,1,Pisces
HD 125595,HD 125595 b,1,Centaurus
HD 125612,HD 125612 b,3,Virgo
HD 125612,HD 125612 c,3,Virgo
HD 125612,HD 125612 d,3,Virgo
HD 12648,HD 12648 b,1,Cepheus
HD 126525,HD 126525 b,1,Lupus
HD 12661,HD 12661 b,2,Aries
HD 12661,HD 12661 c,2,Aries
HD 126614,HD 126614 b,1,Virgo
HD 128311,HD 128311 b,2,Bootes
HD 128311,HD 128311 c,2,Bootes
HD 128356,HD 128356 b,1,Hydra
HD 129445,HD 129445 b,1,Circinus
HD 130322,HD 130322 b,1,Virgo
HD 131496,HD 131496 b,1,Bootes
HD 131664,HD 131664 b,1,Apus
HD 13167,HD 13167 b,1,Fornax
HD 13189,HD 13189 b,1,Triangulum
HD 132406,HD 132406 b,1,Bootes
HD 132563,HD 132563 b,1,Bootes
HD 133131 A,HD 133131 A b,2,Libra
HD 133131 A,HD 133131 A c,2,Libra
HD 133131 B,HD 133131 B b,1,Libra
HD 134060,HD 134060 b,2,Circinus
HD 134060,HD 134060 c,2,Circinus
HD 134987,HD 134987 b,2,Libra
HD 134987,HD 134987 c,2,Libra
HD 136352,HD 136352 b,3,Lupus
HD 136352,HD 136352 c,3,Lupus
HD 136352,HD 136352 d,3,Lupus
HD 136418,HD 136418 b,1,Bootes
HD 13724,HD 13724 b,1,Phoenix
HD 137388,HD 137388 b,1,Apus
HD 13908,HD 13908 b,2,Cassiopeia
HD 13908,HD 13908 c,2,Cassiopeia
HD 13931,HD 13931 b,1,Andromeda
HD 139357,HD 139357 b,1,Draco
HD 1397,HD 1397 b,1,Tucana
HD 14067,HD 14067 b,1,Aries
HD 141399,HD 141399 b,4,Bootes
HD 141399,HD 141399 c,4,Bootes
HD 141399,HD 141399 d,4,Bootes
HD 141399,HD 141399 e,4,Bootes
HD 141937,HD 141937 b,1,Libra
HD 142,HD 142 b,2,Phoenix
HD 142,HD 142 c,2,Phoenix
HD 142022 A,HD 142022 A b,1,Octans
HD 142245,HD 142245 b,1,Serpens
HD 142415,HD 142415 b,1,Norma
HD 143105,HD 143105 b,1,Draco
HD 143361,HD 143361 b,1,Norma
HD 145377,HD 145377 b,1,Scorpio
HD 145457,HD 145457 b,1,Corona Borealis
HD 145934,HD 145934 b,1,Hercules
HD 1461,HD 1461 b,2,Cetus
HD 1461,HD 1461 c,2,Cetus
HD 147018,HD 147018 b,2,Triangulum Australe
HD 147018,HD 147018 c,2,Triangulum Australe
HD 147379,HD 147379 b,1,Draco
HD 147513,HD 147513 b,1,Scorpio
HD 14787,HD 14787 b,1,Aries
HD 147873,HD 147873 b,2,Scorpio
HD 147873,HD 147873 c,2,Scorpio
HD 148156,HD 148156 b,1,Norma
HD 148164,HD 148164 b,2,Hercules
HD 148164,HD 148164 c,2,Hercules
HD 148284,HD 148284 b,1,Hercules
HD 148427,HD 148427 b,1,
HD 149026,HD 149026 b,1,Hercules
HD 149143,HD 149143 b,1,
HD 1502,HD 1502 b,1,Pisces
HD 150706,HD 150706 b,1,Ursa Minor
HD 152079,HD 152079 b,1,Ara
HD 152581,HD 152581 b,1,
HD 15337,HD 15337 b,2,Fornax
HD 15337,HD 15337 c,2,Fornax
HD 153950,HD 153950 b,1,Scorpio
HD 154345,HD 154345 b,1,Hercules
HD 154672,HD 154672 b,1,Ara
HD 154857,HD 154857 b,2,Ara
HD 154857,HD 154857 c,2,Ara
HD 155233,HD 155233 b,1,
HD 155358,HD 155358 b,2,Hercules
HD 155358,HD 155358 c,2,Hercules
HD 156279,HD 156279 b,2,Draco
HD 156279,HD 156279 c,2,Draco
HD 156411,HD 156411 b,1,Ara
HD 156668,HD 156668 b,1,Hercules
HD 156846,HD 156846 b,1,
HD 158038,HD 158038 b,1,Hercules
HD 158996,HD 158996 b,1,Ursa Major
HD 159243,HD 159243 b,2,
HD 159243,HD 159243 c,2,
HD 159868,HD 159868 b,2,Scorpio
HD 159868,HD 159868 c,2,Scorpio
HD 1605,HD 1605 b,2,Andromeda
HD 1605,HD 1605 c,2,Andromeda
HD 160691,HD 160691 b,4,Ara
HD 160691,HD 160691 c,4,Ara
HD 160691,HD 160691 d,4,Ara
HD 160691,HD 160691 e,4,Ara
HD 16141,HD 16141 b,1,Cetus
HD 16175,HD 16175 b,1,Andromeda
HD 162020,HD 162020 b,1,Scorpio
HD 163607,HD 163607 b,2,Fornax
HD 163607,HD 163607 c,2,Fornax
HD 16417,HD 16417 b,1,Fornax
HD 164509,HD 164509 b,1,
HD 164595,HD 164595 b,1,Hercules
HD 164604,HD 164604 b,1,Sagittarius
HD 164922,HD 164922 b,2,Hercules
HD 164922,HD 164922 c,2,Hercules
HD 165155,HD 165155 b,1,Sagittarius
HD 1666,HD 1666 b,1,Cetus
HD 166724,HD 166724 b,1,Corona Australis
HD 167042,HD 167042 b,1,Draco
HD 168443,HD 168443 b,2,Serpens
HD 168443,HD 168443 c,2,Serpens
HD 168746,HD 168746 b,1,Serpens
HD 1690,HD 1690 b,1,Cetus
HD 169830,HD 169830 b,2,Sagittarius
HD 169830,HD 169830 c,2,Sagittarius
HD 170469,HD 170469 b,1,
HD 17092,HD 17092 b,1,Perseus
HD 171028,HD 171028 b,1,
HD 171238,HD 171238 b,1,Sagittarius
HD 17156,HD 17156 b,1,Cassiopeia
HD 173416,HD 173416 b,1,Lyra
HD 175167,HD 175167 b,1,Pavo
HD 175541,HD 175541 b,1,Serpens
HD 175607,HD 175607 b,1,Pavo
HD 17674,HD 17674 b,1,Aries
HD 176986,HD 176986 b,2,Aquila
HD 176986,HD 176986 c,2,Aquila
HD 177565,HD 177565 b,1,Corona Australis
HD 177830,HD 177830 b,2,Lyra
HD 177830,HD 177830 c,2,Lyra
HD 178911 B,HD 178911 B b,1,Lyra
HD 179079,HD 179079 b,1,Aquila
HD 179949,HD 179949 b,1,Sagittarius
HD 180053,HD 180053 b,1,Lyra
HD 18015,HD 18015 b,1,Eridanus
HD 180314,HD 180314 b,1,Lyra
HD 180617,HD 180617 b,1,Aquila
HD 180902,HD 180902 b,1,Sagittarius
HD 181234,HD 181234 b,1,Aquila
HD 181342,HD 181342 b,1,Sagittarius
HD 181433,HD 181433 b,3,Pavo
HD 181433,HD 181433 c,3,Pavo
HD 181433,HD 181433 d,3,Pavo
HD 181720,HD 181720 b,1,Sagittarius
HD 183263,HD 183263 b,2,Aquila
HD 183263,HD 183263 c,2,Aquila
HD 185269,HD 185269 b,1,
HD 187085,HD 187085 b,1,
HD 187123,HD 187123 b,2,
HD 187123,HD 187123 c,2,
HD 18742,HD 18742 b,1,
HD 188015,HD 188015 b,1,
HD 189733,HD 189733 b,1,
HD 190360,HD 190360 b,2,
HD 190360,HD 190360 c,2,
HD 190647,HD 190647 b,1,
HD 190984,HD 190984 b,1,
HD 191806,HD 191806 b,1,
HD 192263,HD 192263 b,1,
HD 192310,HD 192310 b,2,
HD 192310,HD 192310 c,2,
HD 192699,HD 192699 b,1,
HD 195019,HD 195019 b,1,
HD 196050,HD 196050 b,1,
HD 196067,HD 196067 b,1,
HD 196885,HD 196885 b,1,
HD 197037,HD 197037 b,1,
HD 19994,HD 19994 b,1,
HD 20003,HD 20003 b,2,
HD 20003,HD 20003 c,2,
HD 200964,HD 200964 b,2,
HD 200964,HD 200964 c,2,
HD 202206,HD 202206 c,1,
HD 202696,HD 202696 b,2,
HD 202696,HD 202696 c,2,
HD 202772 A,HD 202772 A b,1,
HD 203030,HD 203030 b,1,
HD 203473,HD 203473 b,1,
HD 2039,HD 2039 b,1,
HD 204313,HD 204313 b,2,
HD 204313,HD 204313 c,2,
HD 204941,HD 204941 b,1,
HD 205739,HD 205739 b,1,
HD 206255,HD 206255 b,1,
HD 206610,HD 206610 b,1,
HD 20781,HD 20781 b,4,Fornax
HD 20781,HD 20781 c,4,Fornax
HD 20781,HD 20781 d,4,Fornax
HD 20781,HD 20781 e,4,Fornax
HD 20782,HD 20782 b,1,
HD 207832,HD 207832 b,2,
HD 207832,HD 207832 c,2,
HD 20794,HD 20794 b,4,Eridanus
HD 20794,HD 20794 c,4,Eridanus
HD 20794,HD 20794 d,4,Eridanus
HD 20794,HD 20794 e,4,Eridanus
HD 208487,HD 208487 b,1,
HD 208527,HD 208527 b,1,
HD 20868,HD 20868 b,1,
HD 208897,HD 208897 b,1,
HD 209458,HD 209458 b,1,
HD 210193,HD 210193 b,1,
HD 210277,HD 210277 b,1,
HD 210702,HD 210702 b,1,
HD 211810,HD 211810 b,1,
HD 211970,HD 211970 b,1,
HD 212301,HD 212301 b,1,
HD 212771,HD 212771 b,1,
HD 213240,HD 213240 b,1,
HD 21411,HD 21411 b,1,
HD 214823,HD 214823 b,1,
HD 215152,HD 215152 b,4,Aquarius
HD 215152,HD 215152 c,4,Aquarius
HD 215152,HD 215152 d,4,Aquarius
HD 215152,HD 215152 e,4,Aquarius
HD 215497,HD 215497 b,2,
HD 215497,HD 215497 c,2,
HD 216435,HD 216435 b,1,
HD 216437,HD 216437 b,1,
HD 216536,HD 216536 b,1,
HD 216770,HD 216770 b,1,
HD 21693,HD 21693 b,2,
HD 21693,HD 21693 c,2,
HD 217107,HD 217107 b,2,
HD 217107,HD 217107 c,2,
HD 217786,HD 217786 b,1,
HD 217850,HD 217850 b,1,
HD 218566,HD 218566 b,1,
